Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
4.88,131,2389,28526,74.37,9,2,Electric,Manual,Hyundai,Highway,Third,26.39
4.78,389,1520,15317,78.79,0,5,Petrol,Manual,Toyota,City,Third,11.72
2.9,171,1167,28412,57.89,0,1,Petrol,Automatic,BMW,Mixed,Second,22.98
4.45,279,1141,27863,58.29,10,1,Diesel,Automatic,Ford,Mixed,First,29.93
4.38,324,1103,25529,44.88,9,5,Diesel,Manual,Ford,City,First,29.44
2.28,89,1563,15934,59.23,4,5,Electric,Manual,Toyota,Mixed,First,36.03
4.32,127,2197,25405,51.98,6,4,Petrol,Automatic,BMW,Mixed,First,14.0
1.15,181,1615,23748,45.11,8,2,Electric,Manual,Hyundai,Mixed,Second,38.27
3.39,382,911,10230,33.36,7,3,Petrol,Manual,Hyundai,City,Third,16.72
1.92,265,1677,18645,42.64,1,4,Diesel,Automatic,Honda,Highway,First,39.22
1.48,161,1829,27354,39.89,8,4,Electric,Automatic,BMW,Mixed,Third,35.78
1.31,121,1729,13954,57.1,3,4,Electric,Automatic,BMW,Highway,First,38.99
3.79,362,1502,28684,60.08,11,1,Petrol,Automatic,Ford,Highway,First,16.67
2.36,77,1645,28139,60.43,9,5,Electric,Automatic,Honda,Mixed,First,34.51
3.9,369,1743,17254,49.41,14,2,Diesel,Manual,Hyundai,Mixed,Third,28.12
1.26,167,1078,22388,51.06,10,1,Electric,Automatic,BMW,Highway,Third,40.28
2.26,305,1181,12057,71.71,4,4,Petrol,Manual,BMW,Mixed,First,22.51
3.16,138,812,8755,53.81,11,2,Electric,Automatic,Toyota,City,Third,30.73
4.16,114,1102,7846,79.39,10,1,Diesel,Automatic,Hyundai,City,First,29.9
2.28,206,2379,27646,51.98,4,3,Petrol,Automatic,Toyota,Mixed,Second,19.49
3.5,303,2440,29925,62.48,3,4,Petrol,Automatic,Honda,Highway,Third,16.57
4.54,101,959,7964,32.52,12,1,Diesel,Automatic,BMW,Mixed,First,30.48
3.46,358,953,13878,62.67,5,1,Petrol,Automatic,Honda,City,Second,16.09
1.93,195,1553,26021,72.57,0,4,Petrol,Manual,Toyota,Highway,Second,27.44
1.1,136,980,17648,77.12,1,3,Electric,Automatic,Hyundai,Mixed,First,40.78
4.48,99,2349,7755,79.87,3,5,Petrol,Automatic,BMW,City,Second,10.91
1.09,183,2003,25008,44.11,3,3,Electric,Manual,Hyundai,Highway,Second,40.09
4.5,273,1176,24116,58.77,7,4,Diesel,Manual,Honda,City,First,29.69
3.12,98,1575,11473,52.54,8,5,Diesel,Automatic,Ford,Mixed,Second,33.9
4.76,200,1991,19554,58.19,11,1,Diesel,Manual,Hyundai,Mixed,Second,27.23
4.2,254,2037,27735,37.87,3,3,Diesel,Manual,Hyundai,City,First,28.84
4.99,322,1973,6693,72.81,5,3,Petrol,Automatic,Hyundai,City,First,8.0
2.4,355,815,16084,75.48,3,5,Petrol,Automatic,BMW,City,Second,20.55
4.07,131,1914,17003,52.48,3,1,Electric,Manual,Honda,City,Third,27.31
2.61,72,1943,22068,44.02,11,3,Electric,Automatic,Honda,City,First,30.34
2.92,137,1052,7919,37.04,10,5,Electric,Manual,BMW,Highway,Third,35.47
3.51,94,1883,28550,64.19,11,3,Petrol,Manual,Hyundai,Mixed,First,18.66
4.49,248,2089,8756,45.61,8,1,Electric,Manual,Hyundai,Highway,Third,25.89
4.94,210,2232,26838,75.48,13,1,Petrol,Manual,Ford,City,First,9.43
4.07,300,830,8283,63.55,3,2,Diesel,Automatic,Hyundai,Highway,Second,33.7
2.67,369,1844,9691,62.28,12,5,Petrol,Automatic,Toyota,Mixed,Second,15.26
2.69,232,1530,28212,57.97,5,4,Diesel,Automatic,Hyundai,City,Third,34.21
3.95,380,2416,12350,32.29,13,3,Electric,Automatic,Ford,City,Third,19.55
1.96,199,1088,22540,76.6,12,1,Petrol,Automatic,Toyota,Mixed,First,23.28
1.44,315,2366,8061,61.4,8,3,Electric,Automatic,Ford,Highway,First,32.62
2.42,366,1297,28541,79.7,2,3,Electric,Automatic,Ford,Mixed,Third,33.37
2.15,241,2297,10919,56.87,6,4,Diesel,Automatic,Honda,Mixed,Third,33.07
2.19,133,2228,27277,65.51,6,1,Electric,Automatic,BMW,Highway,Second,34.8
1.93,100,1347,25829,32.81,0,2,Petrol,Automatic,Ford,Highway,Third,28.12
1.17,116,1760,27820,61.59,10,5,Electric,Automatic,Hyundai,City,Second,35.75
1.07,199,931,22676,68.23,1,3,Diesel,Automatic,Honda,City,Third,42.21
4.95,179,2147,15076,68.93,4,4,Diesel,Manual,Toyota,City,Second,25.76
2.71,138,1657,14752,68.51,7,4,Electric,Automatic,BMW,Mixed,Second,31.89
2.54,127,1955,21012,41.31,5,5,Diesel,Automatic,Honda,Highway,Second,37.35
3.72,175,1320,14175,78.77,13,5,Electric,Automatic,Ford,Highway,First,30.24
1.87,369,829,12902,79.76,13,1,Diesel,Automatic,Honda,City,Second,34.96
4.8,399,1426,7067,33.78,12,3,Electric,Automatic,Hyundai,Mixed,Third,21.34
4.15,325,2124,6979,76.82,12,3,Electric,Manual,Hyundai,Mixed,Third,23.06
1.36,381,803,23120,44.47,6,5,Petrol,Manual,Hyundai,Highway,Third,28.37
2.67,240,2148,23302,64.46,14,2,Petrol,Automatic,BMW,Highway,First,18.49
4.52,231,1308,5700,46.91,14,3,Electric,Automatic,Honda,Highway,Second,26.2
4.78,355,2060,9046,78.39,2,4,Petrol,Automatic,Honda,Highway,First,11.67
2.87,140,2358,7073,35.08,5,5,Petrol,Manual,Ford,Mixed,Second,17.83
3.45,324,815,26045,54.89,8,3,Diesel,Automatic,Toyota,City,Third,32.46
1.67,124,2357,16945,51.4,2,1,Petrol,Automatic,Hyundai,Highway,Second,24.01
4.96,392,1796,21778,46.3,13,5,Diesel,Manual,Toyota,Highway,First,26.78
1.93,72,2407,8048,62.28,12,4,Petrol,Manual,Toyota,Highway,First,22.3
4.77,95,2269,24836,36.55,12,1,Petrol,Automatic,Hyundai,Mixed,First,11.55
3.6,382,2326,5522,65.83,12,5,Electric,Automatic,Hyundai,City,First,20.61
3.43,195,1755,16101,79.03,5,5,Petrol,Manual,Ford,Mixed,Third,18.21
3.05,122,2053,13741,70.23,6,3,Electric,Automatic,BMW,City,First,28.2
1.92,267,1930,22852,73.0,4,1,Electric,Automatic,Hyundai,Mixed,First,33.11
1.71,368,2212,27614,47.98,9,5,Electric,Manual,Toyota,Highway,First,34.24
1.88,257,1062,29500,46.24,12,4,Electric,Automatic,Ford,Highway,Third,37.49
1.75,255,2386,17674,55.85,7,1,Petrol,Manual,Honda,City,Second,18.9
4.12,374,1888,28195,32.29,7,3,Electric,Automatic,Ford,Mixed,Third,24.79
2.4,367,1064,22805,77.27,5,2,Petrol,Automatic,Hyundai,City,Third,19.72
1.23,273,2161,29371,37.19,6,5,Petrol,Manual,Hyundai,Mixed,Third,23.8
4.88,80,2124,5285,75.15,2,2,Diesel,Manual,BMW,Highway,Second,30.34
4.54,215,1177,24129,34.18,12,5,Diesel,Manual,Ford,City,First,29.33
4.71,154,1998,16957,71.13,6,3,Diesel,Manual,Hyundai,City,Third,27.13
4.98,169,1762,12108,37.6,6,3,Electric,Manual,Toyota,Highway,First,27.03
1.7,173,1975,25848,31.91,3,3,Petrol,Manual,Toyota,Highway,First,26.42
2.58,115,1275,19990,65.97,9,3,Petrol,Manual,Ford,Highway,Second,25.17
4.03,113,2089,22829,44.01,13,1,Electric,Manual,BMW,Highway,Second,29.18
3.78,347,1128,10837,65.72,12,1,Diesel,Manual,Ford,Highway,Third,32.77
1.62,250,1986,20032,57.75,3,5,Diesel,Automatic,BMW,Highway,Second,38.99
4.26,256,1237,6466,35.44,13,1,Petrol,Automatic,Toyota,Mixed,Second,13.22
1.9,183,2166,28551,76.61,2,5,Petrol,Manual,Hyundai,Mixed,Second,23.38
1.9,324,2190,14106,52.62,9,1,Petrol,Automatic,Honda,City,First,16.45
3.15,99,2288,13479,66.72,6,1,Diesel,Manual,Hyundai,Mixed,Second,33.0
3.37,333,2022,15280,55.05,4,1,Petrol,Manual,Toyota,City,Third,14.42
3.32,167,2323,25810,60.22,2,4,Diesel,Automatic,Toyota,Mixed,Second,32.03
1.37,382,815,10932,45.14,5,3,Diesel,Manual,Hyundai,Mixed,Third,40.48
4.51,398,2119,14996,40.02,11,4,Diesel,Manual,Hyundai,Highway,Third,26.84
2.06,184,1667,6178,57.13,5,1,Electric,Manual,Toyota,Mixed,Second,34.27
1.52,345,1310,7551,52.01,5,1,Electric,Manual,Hyundai,Mixed,First,35.45
4.55,350,1783,25754,49.51,1,4,Petrol,Automatic,Honda,Mixed,Third,12.96
4.82,344,2062,21025,63.63,12,5,Diesel,Manual,Honda,Highway,Third,27.01
4.45,330,1380,14780,64.53,10,3,Petrol,Automatic,Ford,Highway,Third,14.43
4.24,276,2124,27706,32.3,9,5,Diesel,Automatic,Honda,Mixed,Second,27.36
3.62,397,805,15148,46.94,11,3,Petrol,Manual,Toyota,City,Third,15.85
3.2,280,2043,14967,50.59,6,2,Petrol,Automatic,Toyota,Mixed,Second,15.44
1.35,284,1818,9862,34.84,12,3,Electric,Automatic,Ford,Highway,Third,34.63
2.63,109,2276,14179,41.8,6,5,Electric,Automatic,BMW,Highway,First,32.44
2.49,95,2256,10855,32.58,9,3,Electric,Automatic,Ford,City,Third,28.82
2.04,96,1606,22587,79.81,11,2,Electric,Manual,BMW,Highway,Second,37.82
3.89,259,2209,28733,66.83,3,2,Diesel,Manual,BMW,Highway,Second,32.76
2.98,152,1418,27770,34.37,10,1,Petrol,Manual,Hyundai,Mixed,Third,21.4
1.32,239,2118,6119,31.01,5,2,Petrol,Automatic,Honda,City,Second,19.68
1.88,236,1941,29772,65.96,3,4,Diesel,Automatic,BMW,Highway,First,39.31
3.73,257,1204,8975,51.96,3,5,Diesel,Manual,Hyundai,Highway,Second,35.25
1.3,238,1796,17919,69.34,5,4,Petrol,Automatic,Ford,Mixed,Third,23.31
4.4,358,1393,14602,76.17,8,4,Electric,Automatic,Ford,Mixed,First,24.55
2.98,298,1365,17695,59.97,11,5,Electric,Manual,BMW,Mixed,Second,30.81
2.92,166,1551,6292,39.36,12,4,Electric,Automatic,Hyundai,Mixed,Third,29.68
3.37,85,811,14386,69.11,14,4,Diesel,Automatic,Toyota,City,Second,33.57
4.3,348,2032,15140,77.79,6,4,Petrol,Manual,Honda,Mixed,Third,12.34
2.39,204,964,25039,59.01,1,2,Diesel,Manual,BMW,City,Second,39.19
3.71,95,1677,26170,64.1,13,5,Petrol,Manual,Toyota,Highway,Second,20.16
3.26,81,2117,23601,46.87,5,5,Electric,Manual,Honda,Highway,First,33.49
2.07,141,2342,16772,49.08,13,5,Electric,Manual,Toyota,Mixed,First,31.74
4.51,202,877,11590,66.73,4,4,Electric,Manual,Hyundai,Mixed,Second,29.58
4.19,175,2257,18977,76.39,5,2,Petrol,Manual,BMW,Mixed,Third,14.48
3.63,289,2400,22401,61.45,12,5,Electric,Automatic,Toyota,Highway,Third,26.2
4.4,246,1413,10176,69.49,7,3,Petrol,Manual,Toyota,Highway,Second,16.87
4.47,351,1668,24974,38.58,7,5,Diesel,Automatic,Toyota,Highway,Second,29.46
3.83,202,1611,17399,40.6,14,1,Electric,Manual,BMW,City,First,26.31
4.35,91,1900,29623,56.6,2,3,Diesel,Automatic,Hyundai,Highway,Second,33.45
3.79,338,1871,27560,38.83,8,5,Diesel,Automatic,Hyundai,Mixed,Second,29.11
3.72,230,1566,11647,61.75,5,4,Petrol,Automatic,Toyota,City,Third,14.48
3.47,176,881,26106,44.58,6,5,Diesel,Automatic,Hyundai,City,First,34.33
4.01,348,1008,11015,69.58,8,2,Petrol,Automatic,Honda,City,First,13.49
1.63,304,2268,26506,70.41,14,2,Petrol,Manual,Hyundai,Highway,Second,22.08
4.52,87,2419,20845,53.19,13,5,Diesel,Manual,Toyota,Highway,First,29.6
4.49,311,1321,29067,39.04,12,4,Petrol,Manual,Honda,Highway,Third,16.72
1.12,186,1852,23473,62.34,6,4,Petrol,Automatic,BMW,Highway,Second,26.63
4.3,355,2127,7056,79.64,9,4,Petrol,Automatic,Ford,Mixed,Second,9.54
1.52,351,1793,17176,61.13,8,5,Diesel,Automatic,Hyundai,City,Third,34.17
2.34,213,1264,25064,31.79,0,5,Petrol,Manual,Honda,City,First,23.36
3.97,274,2325,15003,30.86,12,1,Electric,Automatic,Ford,City,First,21.45
1.64,108,2269,26269,46.02,0,2,Diesel,Automatic,BMW,City,Third,37.22
4.27,223,1427,18747,39.79,2,3,Diesel,Manual,Ford,City,Third,30.59
4.33,245,2313,8114,70.65,12,3,Petrol,Manual,BMW,Mixed,Third,10.86
3.03,310,1580,18442,72.24,8,2,Diesel,Manual,Toyota,Mixed,Third,33.37
1.03,203,2251,12383,42.93,0,1,Electric,Automatic,Toyota,City,First,33.98
2.15,115,1358,6629,46.28,0,2,Diesel,Automatic,BMW,City,First,37.14
3.47,119,2182,22927,41.81,4,1,Diesel,Manual,Ford,Highway,Third,35.24
4.92,235,1759,28896,75.42,7,1,Diesel,Automatic,Hyundai,City,Third,25.91
3.53,175,890,27153,55.13,1,4,Petrol,Automatic,Ford,Mixed,Second,21.6
2.04,285,1876,23288,62.81,3,2,Electric,Automatic,Ford,Highway,Second,34.92
3.54,215,1659,22820,50.77,14,3,Electric,Automatic,Hyundai,Mixed,First,27.66
3.16,141,2412,26415,61.55,5,5,Electric,Manual,Ford,Highway,Second,32.26
4.12,399,2027,8317,49.29,14,5,Diesel,Automatic,Ford,Highway,Second,26.14
1.43,342,1355,16251,46.98,0,2,Electric,Automatic,Honda,City,Second,34.49
4.04,316,955,9116,61.72,14,5,Petrol,Manual,BMW,Mixed,First,15.44
3.17,255,801,14623,59.55,3,1,Diesel,Automatic,Toyota,Mixed,Second,35.73
4.85,139,2180,25936,44.68,3,5,Petrol,Automatic,BMW,City,Third,11.29
2.37,219,1624,26947,37.47,8,1,Diesel,Manual,Ford,Highway,First,39.12
3.53,315,2392,11123,48.43,8,1,Petrol,Automatic,Hyundai,Highway,Second,14.07
4.73,331,1601,8061,50.76,5,3,Diesel,Manual,Hyundai,Mixed,First,27.32
1.41,95,1782,13089,61.43,7,5,Petrol,Automatic,Toyota,City,Second,22.49
4.75,209,1881,29840,75.73,11,3,Electric,Automatic,Toyota,City,First,22.7
3.75,168,2077,8731,31.81,9,5,Diesel,Automatic,Toyota,Mixed,Third,28.87
1.27,347,2003,11327,42.18,3,1,Diesel,Manual,Hyundai,Highway,Second,39.43
2.2,120,1292,21361,39.69,9,5,Petrol,Automatic,Ford,Highway,Second,25.18
3.83,220,1468,20907,55.11,7,3,Petrol,Automatic,Toyota,City,First,14.95
1.27,173,1858,24701,51.49,14,4,Petrol,Manual,Toyota,Highway,Third,26.11
3.33,158,874,7046,66.45,2,3,Diesel,Automatic,Hyundai,Highway,Second,37.72
2.38,210,1743,24528,42.12,1,4,Petrol,Automatic,Ford,Highway,Third,23.66
3.48,282,2112,24605,59.72,5,2,Electric,Automatic,Toyota,Mixed,Second,27.24
1.18,302,1170,16332,74.19,4,3,Petrol,Manual,Ford,City,Third,24.89
4.49,252,1386,10064,75.53,7,5,Petrol,Manual,Honda,Mixed,Second,14.59
4.89,320,1128,14445,77.94,14,4,Petrol,Manual,Toyota,Mixed,First,12.46
4.88,78,1389,5722,68.66,0,5,Electric,Automatic,Toyota,Highway,First,29.16
4.0,148,1576,18289,75.3,10,4,Petrol,Manual,Hyundai,City,Third,15.34
1.52,121,1103,20210,41.73,11,3,Petrol,Automatic,Honda,Highway,Second,27.55
4.03,338,1378,29159,39.88,9,3,Diesel,Manual,Honda,City,Second,29.73
1.1,295,1020,12564,30.32,2,5,Diesel,Manual,Honda,Highway,Third,44.34
1.09,120,1778,13275,65.34,6,3,Petrol,Automatic,BMW,City,Second,23.42
2.29,255,1987,26219,76.87,12,5,Diesel,Manual,Hyundai,City,First,33.37
2.95,103,2303,8819,39.35,9,1,Petrol,Manual,Hyundai,Highway,Second,19.62
4.08,360,2278,8364,61.85,13,4,Petrol,Automatic,Toyota,Highway,First,11.04
3.73,299,1174,27473,67.32,11,5,Electric,Automatic,Hyundai,Mixed,Third,28.69
2.78,200,2043,9318,76.38,3,4,Petrol,Automatic,Toyota,Mixed,Second,17.85
2.09,189,2077,28320,62.34,9,1,Diesel,Automatic,Toyota,City,Third,34.03
4.99,395,987,24164,78.51,4,4,Diesel,Automatic,BMW,Highway,First,30.16
2.7,316,2014,16479,47.23,7,5,Diesel,Automatic,Hyundai,Highway,Third,33.65
2.81,261,2212,12398,47.5,0,3,Diesel,Automatic,Hyundai,Mixed,Third,32.21
1.65,392,2038,7452,57.15,0,4,Petrol,Automatic,BMW,Highway,Second,21.59
4.18,279,2198,26672,49.18,11,4,Electric,Manual,BMW,City,Third,23.49
3.77,172,1909,29904,30.07,6,1,Electric,Automatic,Hyundai,City,Third,27.09
1.88,398,1273,5425,66.59,14,2,Petrol,Manual,Hyundai,City,Second,18.47
1.33,202,2441,18865,67.59,12,3,Diesel,Automatic,Toyota,Mixed,Third,35.2
3.72,392,1643,18507,67.35,11,5,Electric,Automatic,Ford,City,First,23.7
3.62,208,1330,25359,47.25,8,1,Electric,Manual,Toyota,Mixed,Second,31.16
2.09,190,1870,13799,56.11,3,5,Petrol,Manual,Honda,Mixed,First,22.35
4.8,163,1888,28053,48.0,7,5,Diesel,Manual,Honda,City,Second,27.84
1.6,198,1762,7124,30.8,9,4,Electric,Automatic,Ford,Mixed,Third,33.37
2.73,160,1274,22684,58.12,14,1,Petrol,Automatic,BMW,Mixed,First,20.28
4.77,161,1969,10015,36.19,6,1,Electric,Automatic,Honda,City,First,22.2
2.68,132,1745,13657,34.0,13,3,Electric,Automatic,BMW,City,First,29.06
3.55,98,2205,23348,67.77,1,2,Diesel,Manual,BMW,Mixed,Third,33.74
2.59,279,1889,26951,30.48,13,5,Diesel,Automatic,Toyota,Mixed,First,32.66
2.1,81,1316,26663,77.95,4,3,Electric,Manual,BMW,Highway,First,40.44
4.94,366,1916,15731,55.76,8,3,Diesel,Automatic,Ford,City,Third,22.47
2.64,199,1225,23744,79.15,12,5,Electric,Automatic,Toyota,Highway,Third,34.72
4.58,362,2291,23423,32.9,12,4,Electric,Manual,Ford,Mixed,Third,21.96
1.92,242,1917,21308,59.18,8,4,Electric,Automatic,BMW,Highway,First,34.59
1.85,277,2441,22568,47.47,2,5,Petrol,Manual,Honda,Mixed,First,20.96
1.12,93,932,19643,72.17,10,1,Diesel,Automatic,BMW,Highway,First,44.89
3.61,168,2257,8934,48.06,11,2,Diesel,Automatic,Ford,Mixed,Second,28.33
2.47,208,2164,16409,43.02,2,4,Electric,Automatic,Hyundai,Mixed,First,31.07
4.46,383,1113,27178,72.88,1,2,Diesel,Automatic,Hyundai,Mixed,First,30.33
2.89,243,1390,13172,48.73,6,3,Electric,Automatic,Honda,City,Second,29.53
4.87,98,2035,5777,30.84,5,3,Diesel,Manual,Ford,Mixed,Second,27.97
1.74,212,2343,24763,49.51,14,5,Diesel,Automatic,Honda,City,First,32.73
4.47,385,1808,20905,62.73,4,5,Electric,Automatic,Toyota,Mixed,Second,23.77
4.11,111,958,7418,42.72,6,5,Diesel,Automatic,BMW,Highway,First,34.79
4.08,368,2091,25461,51.6,3,4,Electric,Automatic,Toyota,Mixed,Third,24.8
4.38,277,1460,17454,32.84,4,2,Petrol,Manual,Hyundai,Mixed,Third,15.51
4.04,399,2426,7439,59.4,8,3,Electric,Automatic,BMW,Highway,Third,23.02
3.5,261,1547,12804,67.81,14,2,Diesel,Manual,Toyota,Mixed,Third,31.02
1.52,229,2297,18023,50.67,10,4,Petrol,Manual,Hyundai,Mixed,Second,21.25
1.13,133,1600,19826,51.01,8,2,Petrol,Manual,Toyota,Mixed,First,26.63
4.68,312,1209,18212,34.41,3,2,Electric,Manual,BMW,Highway,Second,29.24
3.47,327,2297,26653,40.1,5,5,Petrol,Manual,Toyota,Mixed,Third,15.45
4.19,221,2179,26971,37.73,1,2,Electric,Automatic,BMW,City,Third,24.9
2.93,284,1479,6989,54.08,2,2,Diesel,Manual,Toyota,City,First,33.04
1.47,391,2016,12868,56.46,8,2,Electric,Manual,Honda,City,Second,30.92
1.5,235,2094,14258,77.45,5,1,Petrol,Manual,Toyota,City,Third,21.07
3.74,100,913,5944,33.66,7,3,Electric,Manual,Toyota,Highway,Second,34.17
2.72,301,1696,29604,59.99,14,3,Electric,Manual,Honda,Mixed,First,30.89
1.8,351,2346,23281,56.32,10,2,Diesel,Manual,Hyundai,City,First,32.67
2.97,98,1878,27135,55.81,4,5,Electric,Automatic,BMW,Mixed,Second,32.3
1.26,264,864,10150,73.66,1,5,Diesel,Automatic,Ford,Mixed,First,41.53
3.33,325,1483,23081,40.28,6,5,Petrol,Manual,Hyundai,Highway,Second,20.32
2.08,350,2095,16006,32.04,5,3,Petrol,Manual,BMW,Mixed,Second,19.46
4.19,373,2325,15680,63.61,10,4,Electric,Manual,Toyota,City,Second,21.18
2.24,390,2485,20204,47.26,14,2,Electric,Manual,Hyundai,City,Third,26.28
2.82,392,2185,27269,30.88,1,3,Petrol,Manual,Toyota,Highway,Third,19.93
1.05,363,945,6665,42.57,5,5,Petrol,Automatic,Hyundai,City,Second,23.25
1.29,156,1742,17811,45.47,12,3,Petrol,Automatic,Hyundai,City,First,21.75
2.57,218,2032,13951,60.84,7,3,Electric,Automatic,Ford,Highway,First,31.98
2.92,318,2109,15349,38.63,12,3,Petrol,Automatic,Honda,Highway,Third,16.6
3.4,390,1833,14543,50.65,0,5,Electric,Automatic,Hyundai,City,Second,25.76
2.17,352,1538,14460,54.12,3,4,Petrol,Automatic,Toyota,Highway,Third,22.16
3.78,267,985,6785,52.96,0,1,Petrol,Manual,Ford,Highway,Second,21.09
4.44,113,2397,10948,78.7,1,2,Electric,Manual,Hyundai,City,First,24.52
4.12,97,2420,19498,32.28,0,2,Diesel,Automatic,Honda,City,First,28.31
1.16,86,2287,23991,77.55,5,3,Electric,Manual,Toyota,Highway,Third,39.59
2.92,196,1957,29974,59.1,10,4,Diesel,Automatic,Ford,Mixed,First,33.14
1.42,237,1634,7630,69.79,5,5,Electric,Automatic,BMW,Mixed,Second,34.71
1.97,313,1608,12660,51.52,0,1,Diesel,Automatic,Honda,City,First,34.92
4.95,145,970,5238,52.69,3,1,Diesel,Manual,BMW,City,First,29.72
1.57,300,1012,24920,73.97,13,3,Diesel,Manual,BMW,Mixed,Third,39.8
3.0,273,2353,18891,74.8,13,3,Electric,Automatic,Ford,Highway,Second,28.11
3.47,317,2325,25245,41.93,13,5,Electric,Manual,Ford,Mixed,Third,25.9
3.81,371,2395,14338,39.96,3,5,Electric,Automatic,Ford,Mixed,Third,23.63
3.24,283,2423,14749,54.81,7,5,Diesel,Manual,BMW,City,First,28.43
1.04,284,826,15349,75.01,5,3,Diesel,Manual,Toyota,Highway,Second,45.01
2.31,227,1813,18582,46.12,1,4,Electric,Automatic,Ford,Mixed,Second,32.94
3.07,138,1891,16643,62.6,4,3,Electric,Automatic,Honda,Highway,Third,32.58
1.35,154,1589,29875,65.41,3,3,Petrol,Automatic,Ford,City,Third,24.73
2.4,336,1207,17245,68.93,9,1,Petrol,Automatic,Ford,Mixed,First,19.91
1.13,138,2375,12899,58.2,3,5,Petrol,Manual,Ford,City,Second,22.7
1.31,168,1932,12145,50.12,11,2,Petrol,Automatic,BMW,Mixed,Second,22.11
2.59,285,873,10861,78.35,7,5,Petrol,Manual,Toyota,Highway,First,24.17
1.53,230,1377,18051,60.57,4,4,Electric,Automatic,Ford,City,Third,34.84
3.27,163,1479,21632,66.43,2,4,Diesel,Manual,BMW,Highway,Second,38.09
3.76,243,2085,17321,47.25,9,5,Diesel,Automatic,Honda,Mixed,First,28.58
4.2,234,2191,9323,63.5,11,5,Electric,Automatic,Toyota,City,Third,21.43
1.8,184,1585,28485,42.89,14,3,Electric,Automatic,BMW,Highway,First,36.36
1.67,289,1648,7860,42.25,3,2,Electric,Manual,Hyundai,Highway,Second,36.82
1.42,100,1669,22107,65.74,0,3,Petrol,Manual,Honda,Mixed,Third,27.5
3.55,80,1036,19919,56.07,5,1,Petrol,Automatic,Honda,City,First,19.34
3.83,199,1526,5569,64.16,10,1,Petrol,Manual,Hyundai,Highway,First,17.94
1.13,174,2189,13411,43.47,12,4,Electric,Automatic,BMW,City,First,32.13
4.74,96,2109,14586,59.94,14,4,Electric,Manual,BMW,City,Second,22.69
1.21,296,1177,24218,52.2,9,2,Diesel,Automatic,Honda,City,Second,38.38
3.17,71,1460,29312,59.85,3,4,Electric,Automatic,BMW,City,Second,32.32
3.84,170,1629,28055,44.54,5,1,Petrol,Manual,Hyundai,Mixed,First,18.61
4.48,90,1705,7122,65.77,1,2,Diesel,Manual,BMW,Highway,Second,33.29
3.86,127,1175,25384,70.3,4,1,Electric,Manual,Honda,City,First,31.13
4.21,249,1418,19409,43.0,10,5,Diesel,Automatic,BMW,Highway,First,31.38
2.36,89,1452,8089,45.03,8,5,Diesel,Manual,Toyota,Highway,First,39.81
4.26,324,1899,19242,63.06,7,2,Electric,Manual,Hyundai,Highway,Third,27.36
1.32,386,1832,28549,64.78,2,3,Petrol,Manual,Hyundai,Mixed,First,23.98
4.58,107,995,12210,65.2,0,4,Petrol,Manual,Ford,City,Second,17.36
3.19,217,1606,21433,64.13,9,2,Diesel,Manual,BMW,City,First,32.43
4.27,94,1692,5514,49.64,2,4,Electric,Automatic,Hyundai,Highway,Second,29.48
2.81,190,2453,15983,49.74,7,1,Electric,Automatic,BMW,Highway,Third,30.23
3.57,95,2113,15970,42.74,10,3,Petrol,Manual,Toyota,Mixed,Third,16.78
3.11,238,1884,15810,37.84,2,4,Electric,Automatic,Honda,Mixed,First,29.58
3.93,392,1736,15029,64.63,4,5,Electric,Manual,Honda,Highway,Second,28.4
1.33,294,2212,9671,34.66,1,5,Diesel,Manual,Ford,City,Third,35.86
1.24,70,1646,29133,76.89,14,1,Electric,Automatic,Ford,Mixed,Third,37.36
1.99,376,1617,22549,71.33,0,2,Electric,Automatic,Hyundai,City,Third,31.89
1.64,330,2386,15441,72.88,10,4,Electric,Automatic,Hyundai,Mixed,Second,29.94
4.49,82,1363,5414,75.33,9,1,Petrol,Automatic,Hyundai,City,First,13.28
1.88,117,1433,20093,50.43,14,5,Petrol,Automatic,Toyota,Highway,First,24.71
4.9,382,1478,22488,72.34,13,5,Diesel,Automatic,Ford,Mixed,Third,25.09
2.35,360,1817,26242,37.9,4,5,Petrol,Automatic,Ford,Highway,First,21.28
1.73,163,807,24740,31.08,4,3,Petrol,Manual,Honda,Mixed,Third,28.28
4.16,330,2192,7416,69.24,5,3,Petrol,Manual,Ford,Highway,Second,14.03
3.63,347,1868,10611,33.74,1,5,Petrol,Manual,Ford,Mixed,First,15.63
2.99,274,1143,20231,79.43,8,2,Diesel,Automatic,Toyota,Mixed,Second,34.39
3.22,254,1595,26849,63.74,1,3,Electric,Manual,Hyundai,Mixed,First,32.35
3.88,244,2198,13395,67.67,1,4,Electric,Manual,Toyota,City,Second,25.63
1.91,378,2442,28576,42.29,11,3,Electric,Manual,BMW,City,Second,28.9
4.99,138,1850,27056,63.69,14,4,Diesel,Manual,Honda,Mixed,First,27.81
4.9,173,2016,13260,32.16,4,3,Petrol,Automatic,Honda,Highway,Third,13.59
3.6,315,1648,24947,71.89,8,5,Diesel,Manual,Honda,Highway,Third,33.78
1.8,230,2180,27767,38.48,3,4,Diesel,Manual,Hyundai,Mixed,Second,37.84
